player,season,team,league,pos_,age_,Playing Time_Min,primary_role,secondary_role,primary_role_similarity,secondary_role_similarity,role_confidence,role_ambiguity,primary_role_cluster,secondary_role_cluster,role_similar_player_1,role_similar_player_2,role_similar_player_3,role_similar_player_4,role_similar_player_5
Gelson Fernandes,1718,Eint Frankfurt,GER-Bundesliga,MF,30.0,1036,Defensive Anchor,Ball Progressor,36.3,23.8,12.5,87.5,0,1,Wakaso | Alavés | 1920 | 93.6,Maxime Gonalons | Granada | 1920 | 92.9,Sergio Álvarez | Eibar | 1920 | 91.8,Claudio Yacob | West Brom | 1718 | 91.7,Beram Kayal | Brighton | 1819 | 89.8
Jonathan de Guzmán,1718,Eint Frankfurt,GER-Bundesliga,MF,29.0,1092,Box-to-Box Engine,Ball Progressor,32.3,25.4,6.9,93.1,3,1,Ángel Montoro | Granada | 1920 | 76.1,Paul Pogba | Manchester Utd | 2122 | 74.6,Beñat Etxebarria | Athletic Club | 1718 | 71.1,Jorginho | Arsenal | 2324 | 69.8,Tom Cairney | Fulham | 2324 | 69.5
Kevin-Prince Boateng,1718,Eint Frankfurt,GER-Bundesliga,"MF,FW",30.0,2357,Ball Progressor,Defensive Anchor,33.9,25.8,8.1,91.9,1,0,Raúl García | Athletic Club | 1920 | 80.7,Andre-Frank Zambo Anguissa | Napoli | 2425 | 77.5,Óscar Plano | Valladolid | 2021 | 77.2,Roberto Torres | Osasuna | 2021 | 74.1,Juraj Kucka | Parma | 2021 | 73.6
Marius Wolf,1718,Eint Frankfurt,GER-Bundesliga,"MF,FW",22.0,2363,Ball Progressor,Creative Playmaker,34.6,25.4,9.2,90.8,1,2,David Brooks | Bournemouth | 1819 | 85.4,Valentino Lazaro | Hertha BSC | 1718 | 84.0,Giuliano Simeone | Atlético Madrid | 2425 | 82.1,Ansgar Knauff | Eint Frankfurt | 2324 | 81.7,Paul Nebel | Mainz 05 | 2425 | 81.5
Mijat Gaćinović,1718,Eint Frankfurt,GER-Bundesliga,"MF,FW",22.0,1815,Ball Progressor,Defensive Anchor,29.9,27.5,2.4,97.6,1,0,András Schäfer | Union Berlin | 2324 | 70.3,Elvis Rexhbeçaj | Köln | 2021 | 68.9,Conor Gallagher | Chelsea | 2223 | 67.8,Franco Cervi | Celta Vigo | 2223 | 66.8,Yannick Gerhardt | Wolfsburg | 2021 | 66.3
Janik Haberer,1718,Freiburg,GER-Bundesliga,"MF,FW",23.0,2748,Ball Progressor,Defensive Anchor,34.7,27.2,7.5,92.5,1,0,Davy Klaassen | Werder Bremen | 1819 | 80.2,Sean Longstaff | Newcastle Utd | 2324 | 77.8,Maximilian Eggestein | Werder Bremen | 1718 | 76.2,Conor Gallagher | Crystal Palace | 2122 | 75.7,Davide Frattesi | Sassuolo | 2122 | 73.1
Marco Terrazzino,1718,Freiburg,GER-Bundesliga,"MF,FW",26.0,1489,Ball Progressor,Creative Playmaker,33.9,23.8,10.1,89.9,1,2,Dennis Praet | Torino | 2122 | 80.0,Francesco Gelli | Frosinone | 2324 | 78.2,Arsen Zakharyan | Real Sociedad | 2324 | 78.2,Portu | Getafe | 2223 | 76.7,Hélder Costa | Valencia | 2122 | 75.7
Mike Frantz,1718,Freiburg,GER-Bundesliga,MF,30.0,1041,Defensive Anchor,Ball Progressor,30.8,29.0,1.8,98.2,0,1,Darko Brašanac | Osasuna | 2223 | 88.0,Antonino Barillà | Parma | 1920 | 86.6,Karol Linetty | Torino | 2425 | 86.4,Damien Le Tallec | Montpellier | 2021 | 85.6,Kévin N'Doram | Metz | 2324 | 83.8
Nicolas Höfler,1718,Freiburg,GER-Bundesliga,MF,27.0,2259,Defensive Anchor,Box-to-Box Engine,39.5,25.5,14.0,86.0,0,3,Omar Mascarell | Elche | 2223 | 89.4,Julian Weigl | Gladbach | 2425 | 89.3,Thomas Monconduit | Amiens | 1718 | 86.6,Azor Matusiwa | Reims | 2122 | 86.3,Mikel San José | Athletic Club | 1718 | 86.0
Pascal Stenzel,1718,Freiburg,GER-Bundesliga,"MF,DF",21.0,1941,Defensive Anchor,Box-to-Box Engine,39.5,23.9,15.6,84.4,0,3,Dario Essugo | Las Palmas | 2425 | 91.1,Boubakary Soumaré | Leicester City | 2223 | 84.7,Julian Weigl | Dortmund | 1718 | 84.3,Rabby Nzingoula | Montpellier | 2425 | 82.4,Manu Koné | Gladbach | 2122 | 82.2
Robin Koch,1718,Freiburg,GER-Bundesliga,"MF,DF",21.0,1919,Defensive Anchor,Ball Progressor,40.4,23.4,17.0,83.0,0,1,Jakub Kiwior | Spezia | 2122 | 89.3,Lucas Tousart | Hertha BSC | 2021 | 89.0,Johnny Cardoso | Betis | 2425 | 88.2,John Donald | Elche | 2223 | 88.1,Orel Mangala | Nott'ham Forest | 2223 | 87.9
Christoph Kramer,1718,Gladbach,GER-Bundesliga,MF,26.0,2151,Defensive Anchor,Box-to-Box Engine,33.9,28.1,5.8,94.2,0,3,Guido Pizarro | Sevilla | 1718 | 83.9,Andrei Girotto | Nantes | 1819 | 83.0,Yves Bissouma | Brighton | 2122 | 80.2,Geoffrey Kondogbia | Valencia | 1920 | 80.2,Renato Tapia | Celta Vigo | 2122 | 80.0
Denis Zakaria,1718,Gladbach,GER-Bundesliga,MF,20.0,2296,Defensive Anchor,Ball Progressor,37.8,24.0,13.8,86.2,0,1,Eric Martel | Köln | 2324 | 92.9,Santiago Ascacíbar | Stuttgart | 1718 | 92.2,Lamine Fomba | Nîmes | 2021 | 90.3,Gianluca Busio | Venezia | 2122 | 88.0,Roméo Lavia | Southampton | 2223 | 87.0
Jonas Hofmann,1718,Gladbach,GER-Bundesliga,"MF,FW",25.0,1033,Creative Playmaker,Ball Progressor,30.7,29.3,1.4,98.6,2,1,Badredine Bouanani | Nice | 2425 | 82.0,Álex Berenguer | Torino | 1819 | 81.7,Leonardo Bittencourt | Hoffenheim | 1819 | 80.1,Mathias Autret | Brest | 1920 | 77.2,Callum Hudson-Odoi | Chelsea | 2122 | 76.8
Mickaël Cuisance,1718,Gladbach,GER-Bundesliga,"MF,FW",17.0,1207,Ball Progressor,Box-to-Box Engine,30.6,26.6,4.0,96.0,1,3,Fabio Miretti | Juventus | 2223 | 83.0,Nadiem Amiri | Hoffenheim | 1718 | 80.7,Gavi | Barcelona | 2324 | 79.7,Kamory Doumbia | Reims | 2223 | 77.0,Jacopo Fazzini | Empoli | 2324 | 76.2
Patrick Herrmann,1718,Gladbach,GER-Bundesliga,"MF,FW",26.0,1124,Ball Progressor,Defensive Anchor,35.3,23.5,11.8,88.2,1,0,Alexander Esswein | Stuttgart | 1819 | 82.1,Cristiano Lombardi | Benevento | 1718 | 79.9,Sergi Canós | Valencia | 2324 | 77.5,Denis Cheryshev | Valencia | 2021 | 75.6,Alex Sola | Getafe | 2425 | 75.3
Thorgan Hazard,1718,Gladbach,GER-Bundesliga,"MF,FW",24.0,2939,Creative Playmaker,Ball Progressor,38.6,25.4,13.2,86.8,2,1,Pablo Sarabia | Sevilla | 1819 | 92.2,Ludovic Blas | Nantes | 2223 | 90.9,Ademola Lookman | Atalanta | 2425 | 89.9,Cengiz Ünder | Marseille | 2223 | 89.8,Dele Alli | Tottenham | 1718 | 89.0
Aaron Hunt,1718,Hamburger SV,GER-Bundesliga,"MF,FW",30.0,2081,Creative Playmaker,Ball Progressor,31.4,28.0,3.4,96.6,2,1,Pascal Groß | Brighton | 2021 | 90.7,Téji Savanier | Montpellier | 2425 | 90.3,Robert Snodgrass | West Ham | 1819 | 87.8,Piotr Zieliński | Napoli | 2223 | 87.0,Mark Uth | Köln | 2122 | 86.3
Albin Ekdal,1718,Hamburger SV,GER-Bundesliga,MF,28.0,1108,Defensive Anchor,Box-to-Box Engine,37.7,25.4,12.3,87.7,0,3,Víctor Sánchez | Espanyol | 1819 | 86.5,Manu Morlanes | Mallorca | 2425 | 83.7,Andrei Girotto | Nantes | 1819 | 83.4,Ibrahim Sangaré | Nott'ham Forest | 2324 | 83.2,Vincent Pajot | Metz | 2021 | 83.2
Gideon Jung,1718,Hamburger SV,GER-Bundesliga,"MF,DF",22.0,2570,Defensive Anchor,Ball Progressor,44.2,22.1,22.1,77.9,0,1,Raúl Guti | Elche | 2021 | 92.8,Antonio Blanco | Alavés | 2324 | 92.6,Joris Chotard | Montpellier | 2122 | 91.1,Hugo Guillamón | Valencia | 2122 | 90.4,Batista Mendy | Angers | 2122 | 89.7
Lewis Holtby,1718,Hamburger SV,GER-Bundesliga,"MF,FW",26.0,1196,Ball Progressor,Creative Playmaker,30.0,23.7,6.3,93.7,1,2,Leonardo Bittencourt | Werder Bremen | 2021 | 84.7,Lukas Rupp | Hoffenheim | 1718 | 76.9,Dennis Srbeny | Norwich City | 1920 | 76.1,Chadrac Akolo | Stuttgart | 1718 | 76.1,Joe Willock | Newcastle Utd | 2021 | 76.0
Tatsuya Ito,1718,Hamburger SV,GER-Bundesliga,"MF,FW",20.0,1012,Creative Playmaker,Ball Progressor,30.2,27.0,3.2,96.8,2,1,Karim Bellarabi | Leverkusen | 1718 | 85.0,David Costa | Lens | 2223 | 83.5,Désiré Doué | Rennes | 2324 | 82.9,Bruma | RB Leipzig | 1718 | 82.8,Romain Del Castillo | Rennes | 1819 | 81.9
Walace,1718,Hamburger SV,GER-Bundesliga,MF,22.0,1318,Defensive Anchor,Box-to-Box Engine,38.9,25.2,13.7,86.3,0,3,Tom Krauß | Mainz 05 | 2324 | 87.8,Dion Lopy | Reims | 2223 | 87.3,Pape Gueye | Sevilla | 2223 | 85.0,Yangel Herrera | Espanyol | 2122 | 84.9,Boubacar Kamara | Aston Villa | 2223 | 84.5
Felix Klaus,1718,Hannover 96,GER-Bundesliga,"MF,FW",24.0,1981,Ball Progressor,Creative Playmaker,34.1,26.2,7.9,92.1,1,2,Jean-Ricner Bellegarde | Wolves | 2425 | 83.8,Jorge de Frutos | Levante | 2021 | 82.3,Georginio Rutter | Brighton | 2425 | 81.0,Jesper Lindstrøm | Eint Frankfurt | 2223 | 80.4,Ritsu Doan | Freiburg | 2223 | 79.7
Ihlas Bebou,1718,Hannover 96,GER-Bundesliga,"MF,FW",23.0,2140,Creative Playmaker,Ball Progressor,31.4,30.7,0.7,99.3,2,1,Raphinha | Rennes | 1920 | 91.3,Armand Lauriente | Lorient | 2021 | 86.8,Thorgan Hazard | Gladbach | 1718 | 86.1,Ademola Lookman | Atalanta | 2425 | 85.0,Ansgar Knauff | Eint Frankfurt | 2425 | 84.9
Iver Fossum,1718,Hannover 96,GER-Bundesliga,MF,21.0,1306,Ball Progressor,Defensive Anchor,31.2,26.2,5.0,95.0,1,0,Álex Collado | Granada | 2122 | 79.2,Mattias Svanberg | Bologna | 1819 | 75.5,Reinier | Frosinone | 2324 | 75.0,Jaidon Anthony | Bournemouth | 2223 | 74.0,Elvis Rexhbeçaj | Augsburg | 2425 | 73.7
Marvin Bakalorz,1718,Hannover 96,GER-Bundesliga,MF,27.0,2055,Defensive Anchor,Ball Progressor,33.5,29.2,4.3,95.7,0,1,Nemanja Maksimović | Getafe | 2223 | 92.1,Fede San Emeterio | Cádiz | 2223 | 88.0,Nicolai Remberg | Holstein Kiel | 2425 | 87.7,Kristijan Jakić | Augsburg | 2425 | 86.1,Antonino Barillà | Parma | 1920 | 85.6
Pirmin Schwegler,1718,Hannover 96,GER-Bundesliga,MF,30.0,2319,Defensive Anchor,Box-to-Box Engine,30.7,28.0,2.7,97.3,0,3,Danny Latza | Mainz 05 | 1718 | 73.4,Josh Brownhill | Burnley | 2324 | 71.9,Xavier Chavalerin | Reims | 1920 | 71.0,Idrissa Gana Gueye | Everton | 2425 | 70.5,Will Hughes | Crystal Palace | 2425 | 70.1
Arne Maier,1718,Hertha BSC,GER-Bundesliga,MF,18.0,1223,Defensive Anchor,Box-to-Box Engine,34.2,25.5,8.7,91.3,0,3,Oliver Arblaster | Sheffield Utd | 2324 | 86.0,Arthur Vermeeren | RB Leipzig | 2425 | 82.0,Sandro Tonali | Milan | 2021 | 81.8,Tom Davies | Everton | 1819 | 80.5,Ngal'Ayel Mukau | Lille | 2425 | 79.6
Fabian Lustenberger,1718,Hertha BSC,GER-Bundesliga,"MF,DF",29.0,1583,Defensive Anchor,Box-to-Box Engine,38.6,23.2,15.4,84.6,0,3,Stanko Jurić | Valladolid | 2425 | 95.5,Guido Rodríguez | West Ham | 2425 | 94.3,Damián Musto | Huesca | 1819 | 91.3,Renato Tapia | Celta Vigo | 2223 | 91.0,Tom Trybull | Norwich City | 1920 | 89.5
Per Ciljan Skjelbred,1718,Hertha BSC,GER-Bundesliga,MF,30.0,2183,Defensive Anchor,Box-to-Box Engine,39.3,23.2,16.1,83.9,0,3,Vincent Pajot | Metz | 2122 | 94.2,Xavier Chavalerin | Reims | 2021 | 91.7,Gelson Fernandes | Eint Frankfurt | 1819 | 90.8,Víctor Sánchez | Espanyol | 1718 | 89.7,Damián Musto | Huesca | 1819 | 89.4
Valentino Lazaro,1718,Hertha BSC,GER-Bundesliga,"MF,FW",21.0,1864,Ball Progressor,Creative Playmaker,36.6,22.3,14.3,85.7,1,2,Jakub Jankto | Sampdoria | 1920 | 84.6,Marius Wolf | Eint Frankfurt | 1718 | 84.0,Marc Cucurella | Eibar | 1819 | 83.0,Fabio Miretti | Genoa | 2425 | 83.0,Eren Dinkçi | Freiburg | 2425 | 82.5
Vladimír Darida,1718,Hertha BSC,GER-Bundesliga,MF,26.0,1635,Defensive Anchor,Box-to-Box Engine,29.9,27.5,2.4,97.6,0,3,Manu Morlanes | Mallorca | 2425 | 65.7,Stijn Spierings | Lens | 2324 | 62.3,Rodrigo Bentancur | Juventus | 2122 | 60.2,Ádám Nagy | Bologna | 1819 | 60.0,Jordan Marié | Dijon | 1819 | 58.5
Dennis Geiger,1718,Hoffenheim,GER-Bundesliga,MF,19.0,1588,Defensive Anchor,Ball Progressor,28.2,27.7,0.5,99.5,0,1,Suat Serdar | Mainz 05 | 1718 | 83.0,Gianluca Busio | Venezia | 2122 | 78.3,Hamza Rafia | Lecce | 2324 | 77.5,Stefan Bajcetic | Las Palmas | 2425 | 76.0,Mehdi Léris | Chievo | 1819 | 73.8
Florian Grillitsch,1718,Hoffenheim,GER-Bundesliga,MF,21.0,1888,Defensive Anchor,Box-to-Box Engine,33.2,28.9,4.3,95.7,0,3,Lucien Agoume | Sevilla | 2425 | 87.0,Salih Özcan | Köln | 1718 | 85.5,Adam Wharton | Crystal Palace | 2324 | 82.3,Dario Essugo | Las Palmas | 2425 | 80.2,Mikel Jauregizar | Athletic Club | 2425 | 79.8
Kerem Demirbay,1718,Hoffenheim,GER-Bundesliga,MF,24.0,1211,Box-to-Box Engine,Ball Progressor,29.5,26.0,3.5,96.5,3,1,Giovani Lo Celso | Tottenham | 2021 | 69.1,Thiago Alcántara | Bayern Munich | 1718 | 65.9,Niklas Schmidt | Toulouse | 2324 | 64.7,Toma Bašić | Bordeaux | 1920 | 64.4,Fred | Manchester Utd | 2223 | 63.9
Lukas Rupp,1718,Hoffenheim,GER-Bundesliga,"MF,FW",26.0,1160,Ball Progressor,Box-to-Box Engine,32.7,22.9,9.8,90.2,1,3,Jonas Hofmann | Gladbach | 1920 | 78.8,Kenedy | Newcastle Utd | 1718 | 78.3,Lewis Holtby | Hamburger SV | 1718 | 76.9,Leonardo Bittencourt | Werder Bremen | 2021 | 75.6,Adri Embarba | Espanyol | 1920 | 73.2
Nadiem Amiri,1718,Hoffenheim,GER-Bundesliga,MF,20.0,1744,Ball Progressor,Creative Playmaker,33.4,24.8,8.6,91.4,1,2,Julien Ponceau | Lorient | 2223 | 82.0,Fabio Miretti | Juventus | 2223 | 81.2,Mickaël Cuisance | Gladbach | 1718 | 80.7,Roberto Navarro | Cádiz | 2324 | 80.4,Arsen Zakharyan | Real Sociedad | 2324 | 80.3
Leonardo Bittencourt,1718,Köln,GER-Bundesliga,"MF,FW",23.0,1613,Creative Playmaker,Ball Progressor,30.4,29.6,0.8,99.2,2,1,Matìas Soulé | Roma | 2425 | 82.9,Ansgar Knauff | Eint Frankfurt | 2425 | 82.1,Alejandro Garnacho | Manchester Utd | 2425 | 81.8,Eliesse Ben Seghir | Monaco | 2425 | 80.9,Álex Berenguer | Torino | 1819 | 80.9
Marco Höger,1718,Köln,GER-Bundesliga,MF,27.0,1674,Defensive Anchor,Box-to-Box Engine,31.9,31.1,0.8,99.2,0,3,Lucas Deaux | Guingamp | 1718 | 80.9,Dan Gosling | Bournemouth | 1819 | 80.6,Adrien Silva | Monaco | 1819 | 79.4,Tyler Adams | Leeds United | 2223 | 79.3,Mario Lemina | Nice | 2223 | 79.0
Matthias Lehmann,1718,Köln,GER-Bundesliga,MF,34.0,1515,Defensive Anchor,Box-to-Box Engine,37.2,24.6,12.6,87.4,0,3,Pedro Mosquera | Huesca | 2021 | 88.1,Wesley Lautoa | Dijon | 2021 | 87.7,Fernando | Sevilla | 2223 | 86.5,Milan Badelj | Genoa | 2425 | 86.2,Étienne Capoue | Villarreal | 2021 | 84.9
Miloš Jojić,1718,Köln,GER-Bundesliga,MF,25.0,1459,Ball Progressor,Creative Playmaker,29.5,26.1,3.4,96.6,1,2,Fredrik Jensen | Augsburg | 2324 | 88.4,Philipp Förster | Bochum | 2223 | 75.2,Philip Billing | Bournemouth | 2324 | 74.7,Erik Thommy | Stuttgart | 1718 | 73.2,Pablo Piatti | Espanyol | 1718 | 70.2
Salih Özcan,1718,Köln,GER-Bundesliga,MF,19.0,1670,Defensive Anchor,Box-to-Box Engine,35.3,26.4,8.9,91.1,0,3,Weston McKennie | Schalke 04 | 1718 | 87.9,Samu Costa | Almería | 2223 | 86.7,Florian Grillitsch | Hoffenheim | 1718 | 85.5,Nicolás Domínguez | Bologna | 2122 | 81.8,Adam Wharton | Crystal Palace | 2324 | 81.8
Simon Zoller,1718,Köln,GER-Bundesliga,"MF,FW",26.0,963,Ball Progressor,Defensive Anchor,34.0,24.0,10.0,90.0,1,0,Tosin Aiyegun | Lorient | 2324 | 90.1,Jeremy Dudziak | Greuther Fürth | 2122 | 87.8,Mathias Pereira Lage | Brest | 2223 | 86.5,Davide Frattesi | Inter | 2425 | 84.0,Amine Gouiri | Rennes | 2425 | 83.7
Charles Aránguiz,1718,Leverkusen,GER-Bundesliga,MF,28.0,2302,Box-to-Box Engine,Defensive Anchor,32.7,27.4,5.3,94.7,3,0,Remo Freuler | Atalanta | 2122 | 81.3,Milan Badelj | Fiorentina | 1718 | 80.2,Marten de Roon | Atalanta | 1819 | 78.5,Benjamin André | Lille | 2223 | 78.1,Jorginho | Chelsea | 1920 | 77.6
Dominik Kohr,1718,Leverkusen,GER-Bundesliga,MF,23.0,1664,Box-to-Box Engine,Defensive Anchor,28.4,27.1,1.3,98.7,3,0,Tom Krauß | Bochum | 2425 | 61.4,Florian Neuhaus | Gladbach | 2122 | 61.4,Maxence Caqueret | Lyon | 2425 | 60.9,Ander Herrera | Manchester Utd | 1819 | 60.2,Mikel Merino | Newcastle Utd | 1718 | 59.8
Julian Baumgartlinger,1718,Leverkusen,GER-Bundesliga,"MF,DF",29.0,1393,Defensive Anchor,Box-to-Box Engine,34.0,28.2,5.8,94.2,0,3,Sandro | Benevento | 1718 | 90.1,Asier Illarramendi | Real Sociedad | 2223 | 89.9,Pedro Obiang | Sassuolo | 1920 | 89.8,Javi Fuego | Villarreal | 1718 | 86.1,Pathé Ciss | Rayo Vallecano | 2324 | 85.6
Kai Havertz,1718,Leverkusen,GER-Bundesliga,"MF,FW",18.0,2144,Ball Progressor,Creative Playmaker,29.9,28.0,1.9,98.1,1,2,Gavi | Barcelona | 2122 | 86.1,Jude Bellingham | Dortmund | 2122 | 82.3,Christoph Baumgartner | Hoffenheim | 2021 | 81.2,Nadiem Amiri | Hoffenheim | 1718 | 76.7,Fabio Miretti | Juventus | 2223 | 75.1
Karim Bellarabi,1718,Leverkusen,GER-Bundesliga,"MF,FW",27.0,1146,Creative Playmaker,Ball Progressor,33.1,25.6,7.5,92.5,2,1,Denis Cheryshev | Valencia | 1819 | 91.5,Lucas Vázquez | Real Madrid | 1718 | 87.4,Philipp Förster | Stuttgart | 2021 | 86.4,Tatsuya Ito | Hamburger SV | 1718 | 85.0,Angelo Fulgini | Lens | 2425 | 83.3
Kevin Kampl,1718,Leverkusen,GER-Bundesliga,MF,26.0,2019,Box-to-Box Engine,Creative Playmaker,27.0,25.6,1.4,98.6,3,2,Giovani Lo Celso | Tottenham | 1920 | 69.8,,,Maxime Lopez | Marseille | 1819 | 66.5,Kike Pérez | Valladolid | 2223 | 65.4
Alexandru Maxim,1718,Mainz 05,GER-Bundesliga,MF,27.0,957,Ball Progressor,Creative Playmaker,29.1,28.0,1.1,98.9,1,2,Guilherme | Benevento | 1718 | 81.4,Ryad Boudebouz | Betis | 1718 | 77.3,Jonas Hofmann | Gladbach | 1920 | 74.0,Nadiem Amiri | Leverkusen | 2223 | 73.2,Arne Maier | Augsburg | 2425 | 70.7
Danny Latza,1718,Mainz 05,GER-Bundesliga,MF,27.0,2352,Defensive Anchor,Box-to-Box Engine,32.5,27.0,5.5,94.5,0,3,Thomas Monconduit | Amiens | 1819 | 83.1,Óscar Valentín | Rayo Vallecano | 2324 | 77.7,Josh Brownhill | Burnley | 2324 | 75.5,Pierre Lees-Melou | Nice | 1819 | 74.8,Guido Rodríguez | Betis | 2122 | 74.8
Jean-Philippe Gbamin,1718,Mainz 05,GER-Bundesliga,"MF,DF",21.0,2591,Defensive Anchor,Box-to-Box Engine,37.9,25.9,12.0,88.0,0,3,Carlos Baleba | Brighton | 2425 | 90.5,Declan Rice | West Ham | 1819 | 86.5,Djibril Sow | Eint Frankfurt | 2021 | 85.5,Ethan Ampadu | Venezia | 2122 | 84.5,Mohamed Camara | Monaco | 2223 | 84.4
Suat Serdar,1718,Mainz 05,GER-Bundesliga,MF,20.0,1703,Defensive Anchor,Ball Progressor,33.9,26.6,7.3,92.7,0,1,Gianluca Busio | Venezia | 2122 | 87.8,Mario Martín | Valladolid | 2425 | 87.0,Rabby Nzingoula | Montpellier | 2425 | 86.6,Joe Willock | Newcastle Utd | 2122 | 85.2,Lamine Fomba | Nîmes | 1920 | 84.4
Bruma,1718,RB Leipzig,GER-Bundesliga,"MF,FW",22.0,1611,Creative Playmaker,Ball Progressor,31.6,25.8,5.8,94.2,2,1,Flavien Tait | Angers | 1718 | 85.4,Alex Iwobi | Arsenal | 1718 | 84.8,Julien Ponceau | Lorient | 2324 | 84.0,Philipp Förster | Stuttgart | 2021 | 83.8,Amine Harit | Marseille | 2324 | 83.6
Diego Demme,1718,RB Leipzig,GER-Bundesliga,MF,25.0,2284,Box-to-Box Engine,Defensive Anchor,33.8,23.2,10.6,89.4,3,0,Valentin Rongier | Marseille | 2122 | 83.7,Marcelo Brozović | Inter | 1819 | 82.2,Dani Ceballos | Real Madrid | 2223 | 81.1,Jorginho | Napoli | 1718 | 79.1,Marco Verratti | Paris S-G | 1718 | 78.4
Emil Forsberg,1718,RB Leipzig,GER-Bundesliga,MF,25.0,1370,Creative Playmaker,Ball Progressor,34.2,27.9,6.3,93.7,2,1,Daniel Didavi | Stuttgart | 1819 | 89.6,Vincenzo Grifo | Freiburg | 1920 | 85.0,Simone Verdi | Torino | 2021 | 84.8,Christopher Nkunku | RB Leipzig | 1920 | 84.6,Miha Zajc | Empoli | 1819 | 84.4
Kevin Kampl,1718,RB Leipzig,GER-Bundesliga,MF,26.0,2019,Box-to-Box Engine,Ball Progressor,32.4,24.1,8.3,91.7,3,1,,Kevin Stöger | Düsseldorf | 1819 | 80.8,Joshua Kimmich | Bayern Munich | 2122 | 78.2,,
Marcel Sabitzer,1718,RB Leipzig,GER-Bundesliga,"MF,FW",23.0,1790,Creative Playmaker,Ball Progressor,31.3,28.0,3.3,96.7,2,1,Dominik Szoboszlai | RB Leipzig | 2122 | 85.0,Thomas Müller | Bayern Munich | 1718 | 83.7,Dani Olmo | RB Leipzig | 2021 | 83.5,Jamal Musiala | Bayern Munich | 2122 | 82.5,Ansgar Knauff | Eint Frankfurt | 2425 | 81.7
Naby Keïta,1718,RB Leipzig,GER-Bundesliga,MF,22.0,1962,Box-to-Box Engine,Creative Playmaker,29.6,27.0,2.6,97.4,3,2,Giovani Lo Celso | Paris S-G | 1718 | 80.1,Emre Can | Liverpool | 1718 | 77.2,Rafinha | Celta Vigo | 1920 | 74.0,Houssem Aouar | Lyon | 1718 | 74.0,Jude Bellingham | Dortmund | 2223 | 73.2
Amine Harit,1718,Schalke 04,GER-Bundesliga,"MF,FW",20.0,2043,Creative Playmaker,Ball Progressor,34.0,26.5,7.5,92.5,2,1,Gonçalo Guedes | Valencia | 1718 | 91.1,Takefusa Kubo | Mallorca | 1920 | 89.1,Amad Diallo | Manchester Utd | 2425 | 87.4,Sofiane Boufal | Celta Vigo | 1819 | 87.0,Ruben Loftus-Cheek | Crystal Palace | 1718 | 86.8
Coke,1718,Schalke 04,GER-Bundesliga,MF,30.0,1383,Defensive Anchor,Ball Progressor,35.2,25.2,10.0,90.0,0,1,Álex Fernández | Cádiz | 2324 | 78.9,Tomás Rincón | Sampdoria | 2122 | 76.6,Matthias Lehmann | Köln | 1718 | 76.3,Fernando | Sevilla | 2223 | 75.2,Mehdi Lacen | Málaga | 1718 | 75.1
Leon Goretzka,1718,Schalke 04,GER-Bundesliga,MF,22.0,1982,Defensive Anchor,Ball Progressor,27.3,27.3,0.0,100.0,0,1,Rocco Reitz | Gladbach | 2324 | 85.5,Philip Billing | Huddersfield | 1819 | 72.5,Weston McKennie | Schalke 04 | 1920 | 71.4,Éderson | Atalanta | 2223 | 70.0,Konrad Laimer | RB Leipzig | 1819 | 69.0
Max Meyer,1718,Schalke 04,GER-Bundesliga,MF,21.0,1727,Defensive Anchor,Box-to-Box Engine,35.9,27.4,8.5,91.5,0,3,Lucien Agoume | Brest | 2122 | 93.7,Tom Davies | Everton | 2021 | 89.0,Samuele Ricci | Empoli | 2122 | 88.7,Walace | Udinese | 1920 | 88.3,Djibril Sow | Eint Frankfurt | 2021 | 88.2
Nabil Bentaleb,1718,Schalke 04,GER-Bundesliga,MF,22.0,1011,Defensive Anchor,Box-to-Box Engine,30.1,25.7,4.4,95.6,0,3,Neil El Aynaoui | Lens | 2425 | 74.1,Rodrigo Bentancur | Tottenham | 2223 | 72.9,Marshall Munetsi | Reims | 2122 | 70.7,Suat Serdar | Schalke 04 | 1920 | 70.5,Gonzalo Escalante | Alavés | 2122 | 70.1
Weston McKennie,1718,Schalke 04,GER-Bundesliga,MF,18.0,1263,Defensive Anchor,Ball Progressor,39.2,24.1,15.1,84.9,0,1,Joris Chotard | Montpellier | 1920 | 94.8,Edoardo Bove | Roma | 2223 | 90.8,Salih Özcan | Köln | 1718 | 87.9,Yangel Herrera | Huesca | 1819 | 87.3,Fabian Kunze | Arminia | 2021 | 87.2
Anastasios Donis,1718,Stuttgart,GER-Bundesliga,"MF,FW",20.0,949,Creative Playmaker,Ball Progressor,28.9,28.1,0.8,99.2,2,1,Harvey Barnes | Leicester City | 1819 | 79.2,Samuel Chukwueze | Villarreal | 1819 | 78.3,Yannick Carrasco | Atlético Madrid | 1718 | 77.4,Allan Saint-Maximin | Newcastle Utd | 1920 | 75.4,Bryan Zaragoza | Granada | 2324 | 74.1
Berkay Özcan,1718,Stuttgart,GER-Bundesliga,"MF,FW",19.0,1002,Ball Progressor,Defensive Anchor,36.4,22.9,13.5,86.5,1,0,Peque | Sevilla | 2425 | 85.7,Arnaud Lusamba | Nice | 1920 | 82.8,Mattias Svanberg | Bologna | 1819 | 82.1,Arne Engels | Augsburg | 2324 | 81.2,Pablo Marín | Real Sociedad | 2425 | 81.0
