player,season,team,league,role_subgroup,archetype_id,primary_role,primary_role_label,primary_role_description,primary_role_similarity,role_confidence,role_ambiguity,role_profile_type,secondary_archetype_id,secondary_role,secondary_role_label,secondary_role_similarity,role_fit_bucket,primary_label_status,primary_archetype_match,minutes,pos_,age_,archetype_method,archetype_probability,archetype_similarity,progressive_passes_p90,pass_completion_pct,long_pass_completion_pct,passes_final_third_p90,blocks_p90,clearances_p90,interceptions_p90,tackles_p90,tackles_won_p90,aerials_won_p90,aerials_won_pct,duel_index_role,defending_index_role,errors_p90,recoveries_p90,progressive_carries_p90,progressive_receipts_p90,key_passes_p90,sca_p90,gca_p90,gca_live_p90,passes_penalty_area_p90,touches_att_third_p90,touches_box_p90,takeons_attempted_p90,takeons_success_pct,creation_index_role,progression_index_role,xg_p90,shots_p90,sot_p90,g_per_shot,g_per_sot,shot_distance,carries_box_p90,finishing_index_role,primary_archetype_id_calc,secondary_role_description
Yangel Herrera,2425,Girona,ESP-La Liga,MID,1,Ball Winner,🛡️ Ball Winner,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery.",46.9,8.9,91.1,Hybrid,2,Creative Playmaker,🧠 Creative Playmaker,37.9,Ambiguous Fit,validated,False,2257,MF,26.0,PCA+KMeans,16.6,71.5,4.382470119521912,,,3.8645418326693224,,,1.2350597609561753,2.6294820717131473,,,,,2.2071713147410357,,4.223107569721115,1.2350597609561753,3.9442231075697207,0.6772908366533864,1.99,0.24,0.2390438247011952,0.5179282868525896,14.422310756972111,2.390438247011952,1.8725099601593624,40.4,0.6174581673306774,3.3565737051792826,,,,,,,,,0,"High-creation midfielder who generates key passes, shot-creating actions, goal-creating actions and passes into dangerous areas."
Yaser Asprilla,2425,Girona,ESP-La Liga,MID,2,Creative Playmaker,🧠 Creative Playmaker,"High-creation midfielder who generates key passes, shot-creating actions, goal-creating actions and passes into dangerous areas.",56.6,2.2,97.8,Hybrid,2,Creative Playmaker,🧠 Creative Playmaker,54.4,Ambiguous Fit,validated,False,1405,"FW,MF",20.0,PCA+KMeans,39.5,77.2,4.935897435897436,,,2.2435897435897436,,,0.44871794871794873,1.4102564102564104,,,,,1.435897435897436,,3.9743589743589745,4.615384615384616,8.974358974358974,1.5384615384615385,3.91,0.45,0.32051282051282054,2.435897435897436,29.03846153846154,3.076923076923077,4.102564102564103,45.3,1.2276923076923079,5.1923076923076925,,,,,,,,,0,"High-creation midfielder who generates key passes, shot-creating actions, goal-creating actions and passes into dangerous areas."
Alberto Moleiro,2425,Las Palmas,ESP-La Liga,MID,0,Attacking Progressor,🚀 Attacking Progressor,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression.",54.1,13.2,86.8,Balanced,2,Creative Playmaker,🧠 Creative Playmaker,40.8,Ambiguous Fit,validated,True,2714,"FW,MF",20.0,PCA+KMeans,46.5,61.0,3.8410596026490067,,,2.4834437086092715,,,0.5960264900662252,0.8940397350993378,,,,,1.3841059602649008,,4.370860927152318,3.2119205298013247,5.927152317880795,1.3576158940397351,3.52,0.2,0.09933774834437087,0.9602649006622517,20.09933774834437,3.377483443708609,4.966887417218543,42.7,1.043523178807947,3.8658940397350996,,,,,,,,,0,"High-creation midfielder who generates key passes, shot-creating actions, goal-creating actions and passes into dangerous areas."
Dario Essugo,2425,Las Palmas,ESP-La Liga,MID,1,Ball Winner,🛡️ Ball Winner,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery.",42.7,18.6,81.4,Balanced,0,Attacking Progressor,🚀 Attacking Progressor,24.0,Ambiguous Fit,validated,True,1938,MF,19.0,PCA+KMeans,59.9,75.0,3.5348837209302326,,,3.395348837209302,,,1.9534883720930232,2.744186046511628,,,,,2.7348837209302324,,5.488372093023256,0.8372093023255814,0.37209302325581395,0.6046511627906976,1.67,0.05,0.046511627906976744,0.37209302325581395,6.883720930232558,0.46511627906976744,0.8372093023255814,66.7,0.4689302325581394,2.0348837209302326,,,,,,,,,1,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression."
Javier Muñoz,2425,Las Palmas,ESP-La Liga,MID,1,Ball Winner,🛡️ Ball Winner,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery.",27.1,1.1,98.9,Hybrid,0,Attacking Progressor,🚀 Attacking Progressor,26.0,Ambiguous Fit,validated,False,2588,"MF,DF",29.0,PCA+KMeans,2.1,70.3,3.75,,,3.9930555555555554,,,1.0763888888888888,1.5625,,,,,1.7638888888888888,,3.888888888888889,1.25,3.1597222222222223,1.0069444444444444,2.02,0.28,0.24305555555555555,1.1111111111111112,11.875,1.1111111111111112,1.25,58.3,0.699388888888889,3.0381944444444446,,,,,,,,,2,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression."
José Campaña,2425,Las Palmas,ESP-La Liga,MID,1,Ball Winner,🛡️ Ball Winner,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery.",56.4,7.4,92.6,Hybrid,1,Ball Winner,🛡️ Ball Winner,49.0,Ambiguous Fit,validated,False,1189,MF,31.0,PCA+KMeans,40.2,71.4,6.590909090909091,,,5.454545454545455,,,1.4393939393939394,1.590909090909091,,,,,2.303030303030303,,6.363636363636364,0.8333333333333334,1.1363636363636365,1.0606060606060606,2.95,0.3,0.30303030303030304,0.9090909090909092,11.590909090909092,0.3787878787878788,1.3636363636363638,44.4,0.9221212121212121,3.503787878787879,,,,,,,,,0,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery."
Kirian Rodríguez,2425,Las Palmas,ESP-La Liga,MID,1,Ball Winner,🛡️ Ball Winner,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery.",47.3,7.8,92.2,Hybrid,2,Creative Playmaker,🧠 Creative Playmaker,39.4,Ambiguous Fit,validated,True,1758,MF,28.0,PCA+KMeans,23.9,65.8,6.564102564102564,,,5.435897435897436,,,0.5128205128205128,1.6923076923076923,,,,,1.907692307692308,,5.128205128205129,1.2820512820512822,2.0,0.8205128205128205,2.51,0.36,0.358974358974359,0.717948717948718,10.205128205128204,0.7692307692307693,0.8205128205128205,68.8,0.7821025641025641,3.8205128205128203,,,,,,,,,1,"High-creation midfielder who generates key passes, shot-creating actions, goal-creating actions and passes into dangerous areas."
Manuel Fuster,2425,Las Palmas,ESP-La Liga,MID,2,Creative Playmaker,🧠 Creative Playmaker,"High-creation midfielder who generates key passes, shot-creating actions, goal-creating actions and passes into dangerous areas.",36.9,7.7,92.3,Hybrid,2,Creative Playmaker,🧠 Creative Playmaker,29.1,Ambiguous Fit,validated,False,1003,"FW,MF",26.0,PCA+KMeans,47.3,75.3,6.396396396396397,,,5.045045045045045,,,0.3603603603603604,1.7117117117117118,,,,,2.09009009009009,,5.675675675675675,2.0720720720720722,6.756756756756757,2.5225225225225225,5.02,0.54,0.45045045045045046,2.1621621621621623,25.945945945945947,2.0720720720720722,1.5315315315315317,29.4,1.6665045045045044,5.0675675675675675,,,,,,,,,0,"High-creation midfielder who generates key passes, shot-creating actions, goal-creating actions and passes into dangerous areas."
Sandro Ramírez,2425,Las Palmas,ESP-La Liga,MID,0,Attacking Progressor,🚀 Attacking Progressor,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression.",24.2,2.4,97.6,Hybrid,1,Ball Winner,🛡️ Ball Winner,21.8,Ambiguous Fit,validated,True,2034,"FW,MF",29.0,PCA+KMeans,65.8,72.8,2.3008849557522124,,,1.4601769911504423,,,0.7079646017699115,1.1946902654867255,,,,,1.5752212389380529,,4.11504424778761,2.3008849557522124,5.353982300884955,1.238938053097345,2.61,0.27,0.1327433628318584,0.44247787610619466,18.451327433628318,2.831858407079646,2.079646017699115,34.0,0.8797876106194689,2.8539823008849554,,,,,,,,,0,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery."
Stefan Bajcetic,2425,Las Palmas,ESP-La Liga,MID,1,Ball Winner,🛡️ Ball Winner,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery.",42.6,4.7,95.3,Hybrid,0,Attacking Progressor,🚀 Attacking Progressor,37.9,Ambiguous Fit,validated,True,969,"MF,DF",19.0,PCA+KMeans,53.3,74.6,3.6111111111111107,,,2.5925925925925926,,,1.3888888888888888,2.685185185185185,,,,,2.8888888888888893,,5.648148148148148,0.7407407407407407,0.8333333333333333,0.6481481481481481,1.3,0.09,0.0,0.7407407407407407,8.333333333333332,0.5555555555555555,2.222222222222222,45.8,0.4116296296296296,1.9444444444444442,,,,,,,,,1,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression."
Dani Raba,2425,Leganés,ESP-La Liga,MID,2,Creative Playmaker,🧠 Creative Playmaker,"High-creation midfielder who generates key passes, shot-creating actions, goal-creating actions and passes into dangerous areas.",53.7,0.5,99.5,Hybrid,2,Creative Playmaker,🧠 Creative Playmaker,53.2,Ambiguous Fit,validated,False,1879,"FW,MF",28.0,PCA+KMeans,18.4,71.7,3.3014354066985647,,,2.3923444976076556,,,0.6698564593301436,1.7703349282296652,,,,,1.7894736842105268,,4.306220095693781,2.009569377990431,4.832535885167465,2.248803827751196,5.12,0.67,0.3827751196172249,1.1483253588516746,19.04306220095694,2.057416267942584,4.354066985645933,50.5,1.7157607655502392,3.133971291866029,,,,,,,,,0,"High-creation midfielder who generates key passes, shot-creating actions, goal-creating actions and passes into dangerous areas."
Darko Brašanac,2425,Leganés,ESP-La Liga,MID,0,Attacking Progressor,🚀 Attacking Progressor,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression.",21.6,3.8,96.2,Hybrid,2,Creative Playmaker,🧠 Creative Playmaker,17.8,Ambiguous Fit,validated,True,1617,MF,32.0,PCA+KMeans,1.8,27.5,2.388888888888889,,,1.5555555555555556,,,0.8888888888888888,1.4444444444444444,,,,,1.788888888888889,,3.388888888888889,0.3333333333333333,2.9444444444444446,0.5,1.89,0.11,0.1111111111111111,0.1111111111111111,10.944444444444445,1.5555555555555556,0.3888888888888889,28.6,0.526,1.8055555555555556,,,,,,,,,0,"High-creation midfielder who generates key passes, shot-creating actions, goal-creating actions and passes into dangerous areas."
Juan Cruz,2425,Leganés,ESP-La Liga,MID,0,Attacking Progressor,🚀 Attacking Progressor,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression.",37.6,5.9,94.1,Hybrid,0,Attacking Progressor,🚀 Attacking Progressor,31.7,Ambiguous Fit,validated,False,2257,"FW,MF",24.0,PCA+KMeans,61.8,71.7,2.6294820717131473,,,1.3545816733067728,,,0.5179282868525896,1.2749003984063745,,,,,1.6175298804780875,,4.342629482071713,2.3505976095617527,5.219123505976095,0.9561752988047808,2.03,0.24,0.2390438247011952,1.2749003984063745,16.45418326693227,1.6334661354581672,3.1075697211155378,51.3,0.7112350597609561,2.888446215139442,,,,,,,,,1,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression."
Renato Tapia,2425,Leganés,ESP-La Liga,MID,1,Ball Winner,🛡️ Ball Winner,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery.",50.8,14.1,85.9,Balanced,0,Attacking Progressor,🚀 Attacking Progressor,36.7,Ambiguous Fit,validated,True,2424,"MF,DF",29.0,PCA+KMeans,52.6,73.1,3.0855018587360594,,,2.9739776951672865,,,1.0037174721189592,2.2676579925650557,,,,,2.8773234200743496,,5.762081784386617,0.6319702602230484,0.7434944237918216,0.29739776951672864,0.89,0.15,0.14869888475836432,0.3345724907063197,5.130111524163569,0.483271375464684,1.3754646840148699,51.4,0.2694795539033457,1.858736059479554,,,,,,,,,1,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression."
Seydouba Cissé,2425,Leganés,ESP-La Liga,MID,1,Ball Winner,🛡️ Ball Winner,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery.",72.3,34.9,65.1,Specialist,0,Attacking Progressor,🚀 Attacking Progressor,37.3,Good Fit,validated,True,2435,MF,23.0,PCA+KMeans,46.1,77.6,4.059040590405904,,,3.173431734317343,,,0.44280442804428044,2.177121771217712,,,,,2.177121771217712,,5.682656826568265,0.959409594095941,1.5498154981549814,0.6273062730627306,1.74,0.18,0.11070110701107011,0.5535055350553505,10.59040590405904,1.033210332103321,1.6605166051660516,66.7,0.5254612546125461,2.4354243542435423,,,,,,,,,1,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression."
Yvan Neyou,2425,Leganés,ESP-La Liga,MID,1,Ball Winner,🛡️ Ball Winner,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery.",50.7,0.1,99.9,Hybrid,0,Attacking Progressor,🚀 Attacking Progressor,50.6,Ambiguous Fit,validated,True,2312,MF,27.0,PCA+KMeans,44.1,73.4,3.735408560311284,,,3.3463035019455254,,,1.0116731517509727,2.0622568093385216,,,,,2.1245136186770432,,4.708171206225681,0.933852140077821,1.1673151750972763,0.5058365758754864,1.17,0.08,0.07782101167315175,0.38910505836575876,7.54863813229572,0.3501945525291829,1.6342412451361867,45.2,0.36516731517509726,2.2957198443579765,,,,,,,,,1,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression."
Óscar Rodríguez Arnaiz,2425,Leganés,ESP-La Liga,MID,0,Attacking Progressor,🚀 Attacking Progressor,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression.",68.9,21.2,78.8,Balanced,2,Creative Playmaker,🧠 Creative Playmaker,47.7,Hybrid Fit,validated,True,1330,"MF,FW",26.0,PCA+KMeans,29.0,47.8,4.0540540540540535,,,2.0945945945945943,,,1.3513513513513513,2.162162162162162,,,,,1.864864864864865,,3.7837837837837838,1.6216216216216215,4.45945945945946,1.2837837837837838,3.25,0.61,0.33783783783783783,1.4189189189189189,16.95945945945946,1.4189189189189189,3.513513513513513,40.4,1.112756756756757,3.0574324324324325,,,,,,,,,0,"High-creation midfielder who generates key passes, shot-creating actions, goal-creating actions and passes into dangerous areas."
Antonio Sánchez,2425,Mallorca,ESP-La Liga,MID,1,Ball Winner,🛡️ Ball Winner,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery.",65.3,0.5,99.5,Hybrid,0,Attacking Progressor,🚀 Attacking Progressor,64.9,Hybrid Fit,validated,True,1395,"MF,DF",27.0,PCA+KMeans,32.8,70.1,2.4516129032258065,,,2.3225806451612905,,,1.1612903225806452,1.8064516129032258,,,,,2.258064516129032,,4.967741935483871,1.1612903225806452,3.4193548387096775,0.3225806451612903,1.16,0.0,0.0,0.5161290322580645,12.96774193548387,1.2903225806451613,1.6129032258064515,56.0,0.30451612903225805,2.338709677419355,,,,,,,,,1,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression."
Dani Rodríguez,2425,Mallorca,ESP-La Liga,MID,0,Attacking Progressor,🚀 Attacking Progressor,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression.",49.4,4.1,95.9,Hybrid,1,Ball Winner,🛡️ Ball Winner,45.3,Ambiguous Fit,validated,True,2162,"MF,FW",36.0,PCA+KMeans,46.6,56.0,3.25,,,1.75,,,0.5,2.0416666666666665,,,,,1.525,,2.9166666666666665,1.5416666666666667,4.5,1.375,2.58,0.5,0.375,0.7083333333333334,16.458333333333332,2.25,1.4166666666666667,47.1,0.975,2.760416666666667,,,,,,,,,0,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery."
Manu Morlanes,2425,Mallorca,ESP-La Liga,MID,1,Ball Winner,🛡️ Ball Winner,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery.",42.0,5.7,94.3,Hybrid,1,Ball Winner,🛡️ Ball Winner,36.4,Ambiguous Fit,validated,False,1338,MF,25.0,PCA+KMeans,49.3,71.5,5.906040268456375,,,5.6375838926174495,,,1.610738255033557,2.8859060402684564,,,,,2.429530201342282,,5.302013422818792,1.0738255033557047,2.61744966442953,0.6711409395973155,2.35,0.0,0.0,0.6711409395973155,10.939597315436242,0.5369127516778524,0.5369127516778524,37.5,0.6082281879194631,3.808724832214765,,,,,,,,,0,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery."
Omar Mascarell,2425,Mallorca,ESP-La Liga,MID,1,Ball Winner,🛡️ Ball Winner,"Midfielder with high defensive involvement, recoveries, interceptions and tackles; prioritises disruption, balance and ball recovery.",65.4,29.3,70.7,Specialist,0,Attacking Progressor,🚀 Attacking Progressor,36.1,Hybrid Fit,validated,True,1992,MF,31.0,PCA+KMeans,38.4,57.4,3.3936651583710407,,,3.257918552036199,,,2.2171945701357463,1.2217194570135745,,,,,2.3348416289592757,,4.072398190045249,0.4524886877828054,0.5429864253393665,0.13574660633484162,0.68,0.0,0.0,0.13574660633484162,4.841628959276018,0.4524886877828054,0.6787330316742081,66.7,0.16514932126696832,1.9117647058823528,,,,,,,,,1,"Midfielder/attacking midfielder who receives between lines, carries forward and attacks advanced zones through movement and ball progression."
